fid,Nom,azimuth,type,longueur,x1,y1,x2,y2,magnitude
"1",,90.7044208114125,,798.111162493164,691113.887682238,6497175.2380517,691911.938526721,6497165.42595115,4.9
"2",,6.51980175166324,,576.098348504869,692023.142332919,6497727.98638251,691957.728329273,6497155.61385061,4.5
"3",,97.3264066601585,,461.667180114336,692530.100861176,6497786.85898579,692987.998886699,6497727.98638251,4.3
"4",,154.925580658182,,393.599924748901,692814.651777037,6498091.03410274,692981.457486335,6497734.52778287,4.1
"5",,133.005430698761,,465.141404928789,691960.999029455,6497113.09474824,692301.151848415,6496795.83683055,4.3
"6",,42.2880165325795,,879.824428387053,692382.919352973,6496786.02473001,692974.91608597,6497436.89406628,5
"7",,50.8067269054946,,548.620349921414,693203.865098731,6497574.26347394,693629.056122431,6497920.95769326,4.5
"8",,173.785970509015,,1148.22074684042,694041.164345401,6497659.30167868,694165.450952329,6496517.82731506,5.3
"9",,178.258435149298,,968.574661922253,694538.310773112,6497165.42595115,694567.747074753,6496197.29869719,5.1
"10",,179.650639820498,,536.404801452353,694734.55278405,6497234.11065498,694737.823484232,6496697.71582508,4.5
"11",,26.1950651237234,,1585.60158062118,691247.986389713,6495592.21916346,691947.916228726,6497014.97374277,5.7
"12",,13.072323497682,,1084.54169168938,691866.148724169,6495238.98354378,692111.451237842,6496295.41970266,5.3
"13",,58.3805710721083,,1029.35643247344,692010.05953219,6496177.6744961,692886.607181048,6496717.34002618,5.2
"14",,147.94650951563,,412.912134939295,692847.35877886,6496753.31772818,693066.495691075,6496403.35280868,4.2
"15",,49.1729844760451,,540.299475343825,692709.989371203,6496102.4483919,693118.826893991,6496455.68401159,4.5
"16",,86.0218065771193,,2734.35229985345,693105.744093262,6496419.70630959,695833.508045304,6496609.40692016,6.3
"17",,55.9764981420928,,1870.53170639894,693622.514722066,6495137.59183813,695172.826608479,6496184.21589646,5.9
"18",,95.4875570600828,,752.438776378472,692866.982979954,6495211.18259223,693615.973321702,6495139.22718822,4.8
"19",,96.881723630763,,191.077204701446,692588.973464458,6495158.85138931,692778.674075031,6495135.95648803,3.3
"20",,87.8789036033427,,176.738905374613,692356.753751514,6495099.97878603,692533.371561359,6495106.52018639,3.2
"21",,77.6045931662603,,304.737298544237,693223.489299825,6494576.66675686,693521.123016415,6494642.08076051,3.8
"22",,52.5614284276327,,263.631419784294,693638.868222978,6494707.49476415,693848.193034645,6494867.75907308,3.7
"23",,31.6754687380631,,180.630321462879,693946.314040114,6494978.96287928,694041.164345401,6495132.68578785,3.2
"24",,70.9422954897621,,190.319904910334,692170.323841123,6494684.59986287,692350.212351149,6494746.74316634,3.3
"25",,23.4480625779633,,295.903482915546,692412.355654613,6495024.75268183,692294.61044805,6494753.2845667,3.8
"26",,71.5650511769211,,134.457207555118,692288.069047686,6494871.02977327,692415.626354796,6494913.54887564,2.9
"27",,72.2161115571903,,182.046126178258,691872.690124533,6494360.80054483,692046.037234195,6494416.40244793,3.3
"28",,41.5526131480027,,192.304933017127,692036.225133648,6494386.96614628,692163.782440758,6494530.87695431,3.3
"29",,8.32565033039833,,135.527018025829,692186.677342034,6494674.78776233,692167.05314094,6494540.68905485,2.9
"30",,176.009086901557,,140.98197491151,693190.782298002,6496113.89584254,693200.594398549,6495973.2557347,3
"31",,50.0796078599576,,208.966772631811,693037.059389433,6495839.15702723,693197.323698366,6495973.2557347,3.4
"32",,149.743562836428,,136.314057266719,693194.052998184,6495963.44363416,693262.737702013,6495845.69842759,2.9
"33",,95.9849523150418,,407.789555610315,693478.603914045,6495783.55512413,693884.17073665,6495741.03602176,4.2
"34",,118.345693623126,,282.437791367734,693965.938241208,6495721.41182067,694214.511455063,6495587.31311319,3.7
"35",,51.5592112430067,,1336.25615758684,693975.750341755,6494481.81645157,695022.374400093,6495312.57429788,5.5
"36",,39.7350532453893,,680.502166034189,695316.7374165,6494504.71135285,695751.740540747,6495028.02338202,4.7
"37",,93.5763343749921,,314.599876069207,695732.116339653,6495047.64758311,696046.103557154,6495028.02338202,3.9
"38",,48.9575531140662,,368.603702434081,696068.99845843,6495181.74629059,696347.007973926,6495423.77810408,4
"39",,172.613956848733,,356.191113077082,695041.998601186,6497124.54219887,695087.788403739,6496771.30657919,4
"40",,5.02407525853172,,298.781639246323,697442.692534998,6496970.81929031,697416.52693354,6496673.18557372,3.8
"41",,42.4551956201477,,208.351559993642,697589.874043202,6496247.99455002,697730.514151041,6496401.71745859,3.4
"42",,58.6197705780981,,540.180667277285,695715.762838741,6497628.23002695,696176.931564446,6497909.51024263,4.5
"43",,88.9291755452145,,350.02604875062,695696.138637647,6497255.37020617,696046.103557154,6497261.91160653,4
"44",,88.9769698114791,,183.188410561578,696180.202264629,6497467.96571802,696363.361474838,6497471.2364182,3.3
"45",,37.0198862548098,,249.882350131006,696039.562156789,6497261.91160653,696190.014365176,6497461.42431765,3.6
"46",,85.0302592718974,,528.569841050972,695493.355226345,6496990.4434914,696019.937955696,6497036.23329395,4.4
"47",,64.9658747090297,,656.987524775368,696199.826465722,6496889.05178575,696795.093898902,6497167.06130124,4.7
"48",,109.916405993888,,360.05195115821,690706.685509542,6497629.86537704,691045.20297841,6497507.21412021,4
"49",,42.7630209365813,,296.255754467814,691032.120177681,6497528.47367139,691233.268238893,6497745.97523352,3.8
"50",,176.063833887315,,357.349254008214,691076.274630142,6497543.19182221,691100.804881509,6497186.68550234,4
"51",,71.2935092313475,,545.592104063161,690556.233301156,6497139.2603497,691073.00392996,6497314.24280945,4.5
"52",,163.340585985153,,450.648009717691,691835.077072437,6497731.2570827,691964.269729638,6497299.52465863,4.3
"53",,24.4439547803914,,197.600103343351,691467.123301928,6497183.41480216,691548.890806485,6497363.30331219,3.3
"54",,16.6992442339886,,256.103343015196,691288.870141992,6497189.95620252,691362.460896094,6497435.2587162,3.6
"55",,14.868281358514,,191.196136062193,691738.591417059,6497183.41480216,691787.651919793,6497368.20936246,3.3
"56",,15.4221613187713,,196.786372624361,691696.072314689,6497185.05015225,691748.403517606,6497374.75076282,3.3
"57",,167.254710526867,,140.839631145751,691620.846210496,6497324.05491,691651.917862228,6497186.68550234,3
"58",,171.634113876036,,112.39983765663,691401.709298281,6497301.16000872,691418.062799193,6497189.95620252,2.7
"59",,23.6705384848906,,130.3467379936,691416.427449102,6496983.90209104,691468.758652019,6497103.28264769,2.9
"60",,177.954591511113,,91.6379918525098,691480.206102657,6497059.12819523,691483.476802839,6496967.54859013,2.5
"61",,176.284710894578,,126.187156666027,691723.873266238,6497100.01194751,691732.050016694,6496974.08999049,2.8
"62",,177.45519562015,,147.326800942416,690762.287412641,6497893.15674172,690768.828813005,6497745.97523352,3
"63",,40.8724082975331,,112.459305327083,690687.061308448,6497662.57237887,690760.65206255,6497747.61058361,2.7
"64",,85.1488839047347,,444.773136586604,691326.483194088,6497688.73798033,691769.663068791,6497726.35103242,4.3
"65",,72.7736436091082,,1225.90188563364,689988.766819526,6496772.94192928,691159.677484791,6497135.98964951,5.4
"66",,56.9151470712207,,257.639013796784,689743.464305853,6496593.05341925,689959.330517885,6496733.69352709,3.6
"67",,70.0744193419303,,278.317175864264,689364.063084705,6496324.8560043,689625.71909929,6496419.70630959,3.7
"68",,28.767649338807,,190.291798891679,689717.298704394,6496583.24131871,689625.71909929,6496416.43560941,3.3
"69",,97.5326014009364,,399.199642823773,688893.082258453,6496318.31460394,689288.836980512,6496265.98340102,4.1
"70",,66.6911547548682,,669.535574929709,690741.027861456,6495621.65546511,691355.919495729,6495886.58217987,4.7
"71",,64.6378330510563,,557.412143193051,690593.846353252,6495428.68415435,691097.534181327,6495667.44526766,4.5
"72",,103.593386358648,,821.049984564882,689589.741397284,6497845.73158908,690387.792241767,6497652.76027832,4.9
"73",,63.711737875208,,302.782761859175,690132.677627547,6497535.01507176,690404.145742678,6497669.11377923,3.8
"74",,85.3466484126451,,282.210446717478,690394.333642131,6497649.48957814,690675.61385781,6497672.38447941,3.7
"75",,157.023055496807,,444.06907173054,690531.703049788,6497934.040494,690705.05015945,6497525.20297121,4.3
"76",,109.4477587132,,1346.55426687353,689256.129978689,6498385.39711916,689275.754179783,6498372.31431843,5.5
"77",,117.783926412242,,343.812667730599,691434.416300104,6498287.27611369,691738.591417059,6498127.01180475,4
"78",,58.7490489833993,,447.620145272477,691738.591417059,6498146.63600585,692121.263338388,6498378.85571879,4.3
"79",,161.438290809751,,934.997023853994,693040.330089616,6498241.48631113,693337.963806206,6497355.12656173,5.1
"80",,164.931511840483,,264.198892746191,692909.502082324,6498280.73471332,692978.186786152,6498025.6200991,3.7
"81",,64.4208209524693,,765.106190791442,692114.721938024,6497826.10738798,692804.83967649,6498156.44810639,4.9
"82",,55.4914770123482,,952.582654718316,691764.757018517,6497813.02458725,692549.72506227,6498352.69011733,5.1
"83",,90.5509039792962,,340.168543116345,692454.874756984,6498287.27611369,692795.027575943,6498284.0054135,4
"84",,47.9507791090461,,449.266120077707,692690.36517011,6498234.94491077,693023.976588705,6498535.84932754,4.3
"85",,179.131948550254,,215.890988641588,690731.215760909,6498319.98311551,690734.486461091,6498104.11690348,3.4
"86",,178.315315682104,,222.503788665719,690597.117053434,6498310.17101496,690603.658453799,6498087.76340257,3.5
"87",,160.605850730229,,679.621277074631,689197.257375408,6497907.87489254,689422.935687987,6497266.81765681,4.7
"88",,161.652793496722,,675.389688359746,689501.432492362,6497227.56925462,689714.028004212,6496586.51201889,4.7
"89",,150.945395900911,,370.413113169799,690024.744521531,6497028.0565435,690204.633031558,6496704.25722545,4
"90",,156.599522444795,,609.413162097735,690139.219027912,6497273.35905717,690381.250841402,6496714.069326,4.6
"91",,159.102234501178,,385.110189840364,688919.247859912,6497368.20936246,689056.617267569,6497008.4323424,4.1
"92",,177.904747435376,,536.753689143379,689122.031271215,6497312.60745936,689141.655472309,6496776.21262946,4.5
"93",,94.1760905275727,,1033.01325657076,688651.050444963,6496665.00882326,689681.321002389,6496589.78271907,5.2
"94",,105.85192815436,,275.399947257009,688719.735148791,6496494.93241378,688984.661863558,6496419.70630959,3.7
"95",,71.9112450275276,,1369.4199422626,688422.101432201,6495670.71596785,689723.840104759,6496095.90699155,5.5
"96",,91.3693594409051,,1642.36052893098,690757.381362367,6499000.28875343,692399.272853884,6498961.04035125,5.7
"97",,7.52382043861866,,349.705001009364,692173.594541305,6498683.03083575,692127.804738753,6498336.33661642,4
"98",,88.5679038157969,,654.344423292011,693023.976588705,6498856.37794541,693678.116625166,6498872.73144632,4.7
"99",,110.188353682991,,1014.07530385149,690449.935545231,6498843.29514468,691401.709298281,6498493.33022517,5.2
"100",,120.421852162667,,652.379666428525,689946.247717156,6499566.11988497,690508.808148512,6499235.77916656,4.7
"101",,110.176859627098,,1735.2998727234,689651.884700748,6498790.96394176,691280.693391536,6498192.4258084,5.8
"102",,8.90171603287698,,274.777749461854,691382.085097187,6498041.97360002,691339.565994818,6497770.50548488,3.7
"103",,108.711737874952,,214.09974413712,691087.72208078,6497819.56598762,691290.505492083,6497750.88128379,3.4
"104",,85.6839724801402,,173.840099238169,690832.60746656,6498015.80799856,691005.954576222,6498028.89079929,3.2
"105",,176.689058485392,,198.208209048124,689949.518417338,6498493.33022517,689960.965867976,6498295.45286414,3.3
"106",,9.30205471133306,,192.228429721711,690377.98014122,6498300.35891442,690346.908489488,6498110.65830384,3.3
"107",,3.75172907051723,,99.9705976446069,690202.997681467,6498176.07230749,690196.456281102,6498076.31595193,2.6
"108",,119.59775379324,,1105.88849560195,690412.322493134,6499935.70900557,691373.908346732,6499389.50207512,5.3
"109",,112.804540471367,,312.227693113506,689611.000948469,6499428.75047731,689898.822564512,6499307.73457057,3.9
"110",,48.6118850092385,,697.518511181573,688606.895992502,6497878.4385909,689130.20802167,6498339.6073166,4.8
"111",,46.041626675996,,381.664225251738,688786.784502528,6497796.67108634,689061.523317842,6498061.59780111,4.1
"112",,102.898751104144,,439.553387594941,689218.516926593,6498045.2443002,689646.978650475,6497947.12329473,4.2
"113",,45.5354589855254,,247.473374694214,691959.363679364,6498983.93525252,692135.981489209,6499157.28236218,3.6
"114",,89.1048262897902,,418.700724906536,692194.85409249,6499170.36516291,692613.503715825,6499176.90656327,4.2
"115",,25.2777222355993,,130.213306911282,692639.669317284,6499203.07216473,692695.271220383,6499320.81737129,2.9
"116",,63.434948822958,,248.659270016205,692721.436821841,6499317.54667111,692943.844434238,6499428.75047731,3.6
"117",,18.9966541554773,,211.004527057495,692943.844434238,6499458.18677895,693012.529138066,6499657.69949007,3.4
"118",,64.2743873566104,,399.360394364461,692014.965582463,6499330.62947184,692374.742602517,6499503.9765815,4.1
"119",,110.148414140311,,484.262480066858,689359.157034432,6499078.7855578,689813.784359772,6498911.97984851,4.3
"120",,78.8453402610881,,236.691151286655,689723.840104759,6498902.16774796,689956.059817702,6498947.95755051,3.5
"121",,106.886791124057,,95.7064103295745,689905.363964877,6498941.41615015,689996.943569981,6498913.6151986,2.5
"122",,64.4861295726528,,159.461309430532,689967.50726834,6498903.80309805,690111.418076362,6498972.48780188,3.1
"123",,100.304846468753,,182.837698541326,690059.086873445,6498967.58175161,690238.975383472,6498934.87474978,3.3
"124",,157.315588575868,,334.995388937543,689628.989799472,6498787.69324158,689758.182456673,6498478.61207435,3.9
"125",,145.323588953977,,316.181311912681,689475.266890904,6498815.49419313,689655.15540093,6498555.47352864,3.9
"126",,112.027278668978,,231.099907647965,690770.464163096,6498622.52288237,690984.695025037,6498535.84932754,3.5
"127",,111.801409486245,,325.845301053857,689454.007339719,6499271.75686856,689756.547106582,6499150.74096182,3.9
"128",,80.4170552764805,,510.815939861107,689923.35281588,6496372.28115695,690427.040643955,6496457.31936169,4.4
"129",,85.0302592718529,,1208.1596366879,690557.868651247,6496666.64417336,691761.486318335,6496771.30657919,5.4
"130",,90.6095065766743,,1229.85285594346,690322.378238121,6496306.8671533,691552.161506668,6496293.78435257,5.4
"131",,94.3987053549888,,682.315407845758,689151.467572856,6495737.76532158,689831.773210775,6495685.43411866,4.7
"132",,75.8303556566629,,1362.82662964924,688706.652348062,6495240.61889387,690028.015221713,6495574.23031247,5.5
"133",,29.5007246235091,,856.804845465629,688889.811558271,6495724.68252085,688467.891234754,6494978.96287929,5
"134",,174.507675442902,,170.860826563179,688562.741540041,6494923.36097619,688579.095040952,6494753.28456671,3.2
"135",,77.4711922908605,,120.617462948879,688117.926315247,6494609.37375868,688235.67152181,6494635.53936014,2.8
"136",,80.5376777918692,,218.843817684499,688271.649223816,6494694.41196342,688487.515435848,6494730.38966543,3.5
"137",,70.2531633945988,,271.054036051065,687715.630192824,6494321.55214264,687970.744807043,6494413.13174775,3.7
"138",,46.6846843180488,,157.333937804994,687980.55690759,6494413.13174775,688095.031413971,6494521.06485376,3.1
"139",,73.47910781102,,805.123890368696,688817.85615426,6494586.47885741,689589.741397284,6494815.42787017,4.9
"140",,8.82478420910115,,724.864200776438,688834.209655172,6494913.54887564,688723.005848974,6494197.26553571,4.8
"141",,29.6383836880836,,218.256447846486,688405.74793129,6493880.00761803,688513.681037306,6494069.7082286,3.5
"142",,56.9761324442383,,312.073476972397,688497.327536395,6494056.62542788,688758.983550979,6494226.70183736,3.9
"143",,77.6398190164038,,1084.85235042978,687211.942364749,6493651.05860527,688271.649223816,6493883.27831821,5.3
"144",,83.3865395176954,,681.570286334344,687624.050587719,6494112.22733097,688301.085525456,6494190.72413535,4.7
"145",,90.3370301099053,,556.028650615032,687898.789403033,6494962.60937837,688454.808434025,6494959.33867819,4.5
"146",,60.6928342769038,,1008.95666980772,687817.021898475,6495142.4978884,688696.840247515,6495636.37361593,5.2
"147",,50.4403320309982,,487.87183043932,687637.133388448,6494543.95975504,688013.263909413,6494854.67627236,4.4
"148",,44.8612695700978,,955.162056786761,687054.948755998,6493595.45670217,687728.712993553,6494272.49163991,5.1
"149",,39.6948903937505,,650.351406309292,686982.993351987,6493945.42162168,687398.37227514,6494445.83874957,4.7
"150",,34.7831203702951,,808.399056039184,687342.770372041,6494530.87695431,687803.939097746,6495194.82909132,4.9
"151",,49.5414538096022,,1139.12904579352,686852.165344695,6494370.61264538,687718.900893006,6495109.79088658,5.3
"152",,40.4260787400932,,348.018483655168,688314.168326185,6494223.43113717,688539.846638764,6494488.35785194,4
"153",,8.13010235415601,,231.273427813245,688552.929439494,6494733.66036561,688520.222437671,6494504.71135285,3.5
"154",,65.205115882834,,662.920178330639,688346.875328009,6493392.67329087,688948.684161553,6493670.68280636,4.7
"155",,18.43494882291,,175.828656033613,688359.958128738,6493418.83889233,688304.356225639,6493252.03318303,3.2
"156",,77.6849815206887,,475.378016207635,688134.279816159,6493225.86758157,688598.719242046,6493327.25928722,4.3
"157",,63.1084806778268,,256.708295959496,690276.588435568,6495039.47083266,690505.53744833,6495155.58068913,3.6
"158",,12.4499965078735,,64.4771900873997,690507.990473467,6495147.40393868,690521.890949241,6495210.36491719,2.1
"159",,63.4349488230993,,84.1053413289047,690512.078848694,6495205.45886691,690587.304952887,6495243.07191901,2.4
"160",,125.217592968193,,34.0294310212553,690580.763552523,6495244.7072691,690608.564504072,6495225.08306801,1.4
"161",,123.231711067783,,56.6973777574949,690638.818480759,6495244.7072691,690686.243633402,6495213.63561737,1.9
"162",,117.323891301239,,55.2218281296996,690711.591559815,6495251.24866946,690760.65206255,6495225.90074305,1.9
"163",,86.76029970406,,86.8122942696348,690770.464163097,6495270.87287056,690857.137717928,6495275.77892083,2.4
"164",,78.9765440355623,,64.1445096864518,690868.585168566,6495328.11012375,690931.546147075,6495340.37524943,2.1
"165",,113.7026459513,,36.6132206002127,690941.358247622,6495365.72317585,690974.882924491,6495351.00502502,1.5
"166",,64.3684023496677,,179.570450591248,690979.788974764,6495351.82270007,691141.688633788,6495429.5018294,3.2
"167",,60.2551187024554,,32.9615348592198,690614.288229391,6495229.17144323,690642.906855987,6495245.52494415,1.3
"168",,63.0723221490118,,57.7778699281257,690685.425958357,6495224.26539296,690736.939486228,6495250.43099442,2
"169",,2.8985767992869,,64.6790781344454,690770.464163097,6495278.23194597,690767.193462914,6495213.63561737,2.1
"170",,10.6965107357451,,74.8920711161323,690869.402843611,6495339.55757439,690855.502367837,6495265.96682028,2.3
"171",,10.7388971008539,,48.2705375292849,690944.628947804,6495376.35295144,690935.634522303,6495328.92779879,1.8
"172",,17.8018720514498,,93.6086162969858,691169.489585338,6495497.36885818,691140.870958743,6495408.24227821,2.5
"173",,99.7824070317896,,192.49953148074,690313.383812619,6495238.98354378,690503.084423193,6495206.27654196,3.3
"174",,61.5043613817602,,97.690782890706,690410.687143043,6495277.41427092,690496.543022829,6495324.02174852,2.6
"175",,0.465809082763371,,201.154708866903,690565.227726657,6495482.65070736,690563.592376566,6495281.50264615,3.4
